,user_id,tw_text,comp_text,pos,neg,RT,good
0,QV_hatta,今日はやたら鳩がベランダにしつこくやってきて都度追い払ってた。よく猫に在宅勤務邪魔されると聞くけど、鳩に邪魔されたぞ(//∇//),"今日,は,やたら,鳩,が,ベランダ,に,しつこい,やってくる,て,都度,追い払う,てる,た,。,よく,猫,に,在宅,勤務,邪魔,する,れる,と,聞く,けど,、,鳩,に,邪魔,する,れる,た,ぞ,(//∇//),",False,True,0,0
1,aoharu59,明日、在宅勤務予定やったのに、急遽職場出勤に変わって悲しみ,"明日,、,在宅,勤務,予定,やる,た,のに,、,急遽,職場,出勤,に,変わる,て,悲しみ,",False,True,0,0
2,myokyoto,在宅勤務のためにPCを鞄に入れてるのだけど、無くすのが怖くて落ち着かない,"在宅,勤務,の,ため,に,PC,を,鞄,に,入れる,てる,の,だ,けど,、,無くす,の,が,怖い,て,落ち着く,ない,",False,True,0,0
3,koripan,必要以上に怯える必要は無いのだけど、在宅勤務を続けた(続けている)で通勤電車に今後乗るのが怖くなってしまった人は、少なくないと思う(ちょっと怖い),"必要,以上,に,怯える,必要,は,無い,の,だ,けど,、,在宅,勤務,を,続ける,た,(,続ける,て,いる,),で,通勤,電車,に,今後,乗る,の,が,怖い,なる,て,しまう,た,人,は,、,少ない,ない,と,思う,(,ちょっと,怖い,),",False,True,0,1
4,exil_e,"ハイ、行ってきました一か月ぶりの会社😑
案の定、今月いっぱい延長の「在宅勤務」😶
だからさ🤬　「在宅」開始前に言ったじゃん、「環境整えなきゃできない」って😡（その答えが「仕方ない」で諦めてたけどさ）
言えば実現するとでも思ってる❓
どこかの政治家みたくしてんじゃねーよ🙄","ハイ,、,行う,て,くる,ます,た,一,か月,ぶり,の,会社,😑,案の定,、,今月,いっぱい,延長,の,「,在宅,勤務,」,😶,だから,さ,🤬,　,「,在宅,」,開始,前,に,言う,た,じゃん,、,「,環境,整える,ない,できる,ない,」,って,😡,（,その,答え,が,「,仕方,ない,」,で,諦める,てる,た,けど,さ,）,言う,ば,実現,する,と,でも,思う,てる,❓,どこ,か,の,政治,家,みる,たい,する,てる,じゃ,ねー,よ,🙄,",False,True,0,0
5,n_xoxo_xxx,"在宅勤務も大変だとは思うけど
羨ましくてならない

だって人間関係ないじゃん！少なくとも在宅勤務の日は殆どないじゃん","在宅,勤務,も,大変,だ,と,は,思う,けど,羨ましい,て,なる,ない,だって,人間,関係,ない,じゃん,！,少なくとも,在宅,勤務,の,日,は,殆ど,ない,じゃん,",False,True,0,0
6,2929mount_prog,"在宅勤務3ヶ月目突入。
移動時間がないという点においてはもの凄く良いけれども、リモートシステムの不調だったり、紙媒体マストの仕組み(改良中)だったりのせいで、やはりやり辛いんだよなぁ。","在宅,勤務,3,ヶ月,目,突入,。,移動,時間,が,ない,という,点,において,は,もの凄い,良い,けれども,、,リモート,システム,の,不調,だ,たり,、,紙,媒体,マスト,の,仕組み,(,改良,中,),だ,たり,の,せい,だ,、,やはり,やる,辛い,ん,だ,よ,なぁ,。,",False,True,0,0
7,kumakkumarika,"在宅勤務になってから、退勤処理したらジョギングするのが日課なのだけど
今日はめちゃくちゃ向かい風が強くて
バフが顔に張りついて呼吸が苦しく大変で
何の窒息プレイなのかと思った·····

さ、汗かいたしお風呂入ってバラダン待機だっ(*´ω｀*)💜","在宅,勤務,に,なる,て,から,、,退勤,処理,する,た,ジョギング,する,の,が,日課,だ,の,だ,けど,今日,は,めちゃくちゃ,向かい風,が,強い,て,バフ,が,顔,に,張りつく,て,呼吸,が,苦しい,大変,だ,何,の,窒息,プレイ,だ,の,か,と,思う,た,·····,さ,、,汗,かく,た,し,お,風呂,入る,て,バラダン,待機,だ,(*´,ω,｀*),💜,",False,True,0,0
8,weekendista,"久しぶりに残業しようとしたところ本気で止められた
「終わらなかった仕事は明日職場に出てくる人に投げていい」とのこと
※私は明日在宅勤務

サビ残を強いられるわけでもないし、仕事が溜まっていくわけでもないので、まあとてもホワイトな話だとは思うんだけど、心情的には複雑だ笑","久しぶり,に,残業,する,う,と,する,た,ところ,本気,で,止める,られる,た,「,終わる,ない,た,仕事,は,明日,職場,に,出る,て,くる,人,に,投げる,て,いい,」,と,の,こと,※,私,は,明日,在宅,勤務,サビ,残,を,強いる,られる,わけ,だ,も,ない,し,、,仕事,が,溜まる,て,いく,わけ,だ,も,ない,ので,、,まあ,とても,ホワイト,だ,話,だ,と,は,思う,ん,だ,けど,、,心情,的,に,は,複雑,だ,笑,",False,True,0,0
9,dac_spl,まさか在宅勤務が理由で外部接続可能なディスプレイを持ってないことを後悔することになるとはなぁ...。,"まさか,在宅,勤務,が,理由,で,外部,接続,可能,だ,ディスプレイ,を,持つ,てる,ない,こと,を,後悔,する,こと,に,なる,と,は,なぁ,...。,",False,True,0,0
